,job_description,resume,match_score
2389,"Product Manager needed with experience in Scrum, Product Roadmap, Stakeholder Management, Agile. Star thought color benefit left. Contain responsibility should read safe price see manager.","Experienced professional skilled in scrum, product roadmap, stakeholder management, nlp, ai",4
2390,"Software Engineer needed with experience in Java, System Design, Agile, Spring Boot, Git, REST APIs, Docker. Owner best this measure economy. Measure author run hair certainly. Medical carry black into | required: langchain","Experienced professional skilled in java, system design, agile, spring boot, langchain",3
2391,"Data Scientist needed with experience in Pandas, SQL, Python, Statistics, Deep Learning. Himself though study behavior science. Wait deal late fill professor. Today democratic despite special increase prevent. State special usually what | required: nlp, agi, langchain","Experienced professional skilled in pandas, sql, python, statistics, deep learning. himself though study behavior science. wait deal late fill professor. today democratic despite special increase prevent. state special usually what., nlp, agi, langchain, ai",5
2392,"ML Engineer needed with experience in Python, Cloud, PyTorch, TensorFlow, Keras, MLOps, Computer Vision. Seat cell life for technology view. Cause real girl which however surface manage. Yes herself laugh amount none away | required: agi, langchain, deep learning, machine learning","Experienced professional skilled in python, cloud, pytorch, tensorflow, keras, mlops, computer vision. seat cell life for technology view. cause real girl which however surface manage. yes herself laugh amount none away., agi, langchain, deep learning, machine learning",5
2393,"Software Engineer needed with experience in REST APIs, System Design, Spring Boot, Java, Docker, Git, Agile. Marriage remember charge front certainly sister save. Special long ground yet. Ago run exactly doctor question service nearly including.","Experienced professional skilled in rest apis, system design, spring boot, java, ai",3
2394,"Product Manager needed with experience in User Stories, Stakeholder Management, Scrum, Agile. Hope participant month like we. Despite yard spring pass recent exist education. Wall station coach try ready character | required: deep learning","Experienced professional skilled in user stories, stakeholder management, deep learning",3
2395,"Data Scientist needed with experience in Python, SQL, Deep Learning, NLP, Statistics. Around grow among ground analysis. Picture success interest some | required: langchain, ai, machine learning","Experienced professional skilled in python, sql, deep learning, nlp, statistics. around grow among ground analysis. picture success interest some., langchain, ai, machine learning",5
2396,"Software Engineer needed with experience in Java, Git, Docker, System Design, REST APIs, Agile, Spring Boot. They price news along. Image especially measure improve. Student share its yet detail level must.","Experienced professional skilled in java, novel-writing",2
2397,"Data Analyst needed with experience in Data Cleaning, Power BI, Tableau, Excel. Have whatever determine key lawyer value since. Per test religious maintain.","Experienced professional skilled in data cleaning, power bi, machine learning",3
2398,"Data Analyst needed with experience in SQL, Power BI, Excel. Under crime green start keep | required: deep learning, expert, ai, llm","Experienced professional skilled in sql, power bi, excel. under crime green start keep., deep learning, expert, ai, llm",5
2399,"Software Engineer needed with experience in System Design, Java, REST APIs, Git, Agile, Spring Boot. Guess almost behind. Walk effect bar inside check. Already theory enter result senior.","Experienced professional skilled in system design, java, rest apis, deep learning",3
2400,"Product Manager needed with experience in Product Roadmap, Scrum, Stakeholder Management, User Stories. Past by spend surface more country. Mission operation get meet style. Eat major audience positive cell. Fall article paper main evidence | required: nlp","Experienced professional skilled in product roadmap, scrum, nlp",3
2401,"Software Engineer needed with experience in System Design, Java, Git, REST APIs. Trade three particularly. Prevent finish catch employee manage executive individual chair | required: langchain, agi, expert","Experienced professional skilled in system design, java, git, rest apis. trade three particularly. prevent finish catch employee manage executive individual chair., langchain, agi, expert, ai",5
2402,"Data Analyst needed with experience in Power BI, Data Cleaning, SQL, Excel, Reporting, Tableau. It force however soldier medical fear. Offer professional cup pretty.","Experienced professional skilled in power bi, yoga",2
2403,"Data Scientist needed with experience in NLP, SQL, Pandas, Statistics, Deep Learning. Result question require. Room call free blood. Growth from will age investment nothing | required: expert, machine learning, agi, llm","Experienced professional skilled in nlp, sql, pandas, statistics, deep learning. result question require. room call free blood. growth from will age investment nothing., expert, machine learning, agi, llm",5
2404,"Data Scientist needed with experience in NLP, Pandas, SQL, Machine Learning, Python, Deep Learning, Statistics. Sing some bill base own. New western choice | required: expert","Experienced professional skilled in nlp, pandas, sql, machine learning, expert",3
